block,fertilizer,mowing,ditch,treatment,quad,data_type,year,Agalinus purpurea ,Aster novi-belgii,Bidens bipinnata,Chamaecrista fasciculata,Clematis dioscoreifolia,Desmodium sp.,Drosera sp.,Eupatorium capillifolium,Eupatorium pilosum ,Eupatorium recurvans ,Eupatorium rotundifolium ,Eupatorium semiserratum ,Euthamia caroliniana,Gnaphaleum purpureum,Gratiola pilosa ,Hypericum sp.,Lactuca sp,Lespedeza capitata ,Lespedeza hirta ,Lobelia nuttallii ,Ludwigia alternifolia,Ludwigia hirtella,Lycopodium,Osmunda regalis,Packera tomentosa,Polygala cruciata ,Polygala lutea ,Polygonum sp.,Pteridium aquilinum ,Pycnanthemum flexuosum ,Rhexia mariana ,Rhexia virginica ,Rhus radicans ,Rubus hispidus,Scutellaria integrifolia,Smilax glauca ,Smilax rotundifolia ,Solanum carolinense,Solidago pinetorum ,Solidago puberula ,Solidago rugosa ,Solidago stricta ,Sphagnum sp,Viola primulifolia,Acer rubrum ,Amelanchier canadensis ,Clethra alnifolia,Crataegus sp.,Cyrilla racemiflora ,Ilex glabra ,Itea virginica,Liquidambar styraciflua,Magnolia virginica,Nyssa sylvatica ,Pinus taeda,Prunus serotina ,Rhus copallinum,Rubus betulifolius,Sorbus arbutifolia ,Symplocos tinctoria ,Vaccinium sp.,Viburnum nudum ,Amphicarpum purshii,Andropogon virginicus,Aristida virgata,Arundinaria tecta,Calamagrostis coarctata,Chasmanthium laxum,Dichanthelium lucidum,Dichanthelium scabriusculum,Dichanthelium scoparium,Juncus canadensis,Juncus biflorus,Juncus dichotomous,Juncus effusus,Carex glaucescens,Rhynchospora chalarocephala,Rhynchospora inexpansa,Saccharum giganteum,Scirpus cyperinus,Scleria minor,Xyris sp
2,0,1,0,M,56,p cover,2004,0,0,0,0,0,0,0,0,0,0,2.5,0,27.5,0,0,1,0,0,0,5.25,0,0,0,0,8,1.25,1.5,0,1.25,0,0,0,0,1.25,0,8.75,0,0,0,0,0,5,0,3.75,0,0,0,0,0,0,0,1.25,0,0,0,0,1,0,2.25,0,0,0,1.5,2,12.25,27.5,0,0,41.25,0,1,0,0,0,0,0,1,13.75,0,0,0,0
2,0,1,0,M,57,p cover,2004,0,0,0,0,0,0,0,0,0,0,3.25,0,27.5,0,1.5,0,0,0,0,3.25,0,0,0,0,0,1,3.25,0,0,0,1,0,0,0,0,6.5,0,0,0,0,0,4,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,12.75,4.25,2,0,1,12.5,1,1,0,0,0,0,0,4.5,21.5,0,0,0,0
2,1,1,0,MF,58,p cover,2004,0,0,0,0,0,0,0,0,0,0,1,0,14.75,0,1.25,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.5,0,0,6.25,0,8.75,1.75,0,0,0,0,0,0,3,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,6.25,1,17.5,0,7.5,86.25,0,3,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,MF,59,p cover,2004,0,0,0,0,0,0,0,0,0,1,1,0,30,0,1,1.25,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,31.25,0,7,1,0,0,0,0,5.75,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20,4,20,1,5.5,55,0,3,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,MF,60,p cover,2004,0,0,0,0,0,0,0,0,0,0,1,0,37.75,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,32.5,0,28.75,0,0,0,0,1,0,0,2.5,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,5.25,1,21,0,1,37.5,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,1,C,13,p cover,2004,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,12.5,0,0,0,2.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3.75,3.75,3.75,0,0,0,0,7.5,0,0,0,2.75,21.25,0,32.5,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,C,14,p cover,2004,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,28.75,0,5.25,2.5,0,0,0,1,0,0,1,0,1,2.25,0,0,0,0,0,0,0,0,0,13.75,3.25,2,0,1,0,0,0,0,1.25,0,13.25,28.75,0,11.25,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,C,15,p cover,2004,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,18.75,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,28.75,0,6.25,47.5,0,61.25,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,F,16,p cover,2004,0,0,0,0,0,0,0,0,1,0,1,0,3.75,0,0,0,0,3.75,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,43.75,0,3.5,1.25,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,5.5,0,1,0,3.75,66.25,0,31.25,1,0,0,0,0,0,0,0,0,0,0
3,1,0,1,F,17,p cover,2004,0,0,0,0,0,0,0,0,0,0,0,0,8.75,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9.75,0,0,0,75,0,13.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.25,67.5,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,F,18,p cover,2004,1,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,11.25,0,7.5,5.75,0,0,0,1.25,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,3.75,4.25,7.5,0,0,0,0,0,1.5,1,0,2.25,100,0,13.75,0,0,0,0,0,1,1.25,0,0,0,0
3,0,1,1,M,61,p cover,2004,0,0,0,0,0,0,0,0,0,0,1,0,6.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.25,0,17.5,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,6.25,0,3.25,0,0,0,2.5,7.5,0,1,0,16,23.75,0,33.75,0,0,0,0,0,0,0,0,0,0,0
3,0,1,1,M,62,p cover,2004,0,0,0,0,0,0,0,0,0,0,1,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,22.5,0,17.5,0,0,0,0,0,1,0,1.5,0,0,5,0,0,0,0,0,0,0,0,0,4.5,4,0,0,0,0,1,1.5,0,51.25,0,6.25,21.25,0,51.25,0,0,0,0,0,0,0,0,0,0,0
3,0,1,1,M,63,p cover,2004,0,0,0,0,2.5,0,0,0,0,0,1,1.25,5.25,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,12.5,0,15,0,0,0,0,1,0,0,3.75,0,0,1,0,0,0,0,0,0,0,0,0,7.5,0,1,0,0,0,0,0,0,6.25,0,0,16.25,0,18.75,0,0,0,0,0,0,0,0,0,0,0
3,1,1,1,MF,64,p cover,2004,0,0,0,0,0,0,0,0,0,0,1.5,0,25.75,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.25,0,0,1.25,0,4.25,0,0,0,0,1,0,0,0,1,6.75,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,1.25,0,0,0,7,37.5,0,10,0,0,0,0,0,0,0,0,0,0,0
3,1,1,1,MF,65,p cover,2004,0,0,0,0,0,0,0,0,0,0,1,0,7.75,0,1,0,0,0,0,1,0,0,0,0,4.75,0,0,0,0,0,1,0,2.5,8.75,0,18.75,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,4.25,0,0,0,0,1,0,1,0,1.25,55,0,46.25,0,0,0,0,0,0,1.75,0,0,0,0
3,1,1,1,MF,66,p cover,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,1,0,68.75,0,21,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.25,0,0,0,0,0,1,1.5,0,23,33.75,0,17.5,0,0,0,0,0,0,0,0,0,1,0
4,0,0,0,C,19,p cover,2004,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,2.25,1,0,0,0,0,0,0,0,7,0,3.75,0,0,0,0,1,1,0,0,0,0,2.5,0,58.75,0,0,25,0,0,0,0,0,1.25,0,0,0,0,1,1,1,0,0,1,31.25,0,1,0,0,0,0,0,3,4.75,0,0,1,0
4,0,0,0,C,20,p cover,2004,0,0,0,0,0,0,0,0,0,0,1,0,17.5,0,0,1,0,0,0,1,0,0,0,0,1.25,1,0,0,0,2,0,0,0,57.5,0,20,0,0,1,0,2.25,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2,0,0,0,2,7.5,2.75,8.75,0,5.75,27.5,0,1.75,0,0,0,0,0,2.25,1,0,0,0,0
4,0,0,0,C,21,p cover,2004,0,0,0,0,0,0,0,0,0,1,1,0,18.75,0,1,1.5,0,0,0,0,0,0,0,0,1.75,0,1,0,0,2.75,0,0,0,1,0,11.5,0,0,0,0,0,6.75,0,1,1,0,0,0,0,0,0,0,0,24.75,0,0,0,1,9,0,0,0,0,6.25,7.5,0,0,0,70,0,0,0,0,0,0,0,2.25,1,0,0,0,0
4,1,0,0,F,22,p cover,2004,0,0,0,0,0,0,0,0,0,10,1,1.25,17.5,0,3.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,0,0,0,16.25,0,0,0,0,0,1.75,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,85,1,4.25,0,1,52.5,0,0,0,0,0,0,0,3.25,2.5,0,0,0,0
4,1,0,0,F,23,p cover,2004,0,0,0,0,0,0,0,0,0,1.25,2.5,15,15.25,0,1.5,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,4.5,4.75,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,67.5,1.25,0,0,1,32.5,0,1.25,0,1.25,0,0,0,3.75,3.25,0,0,0,0
4,1,0,0,F,24,p cover,2004,0,0,0,1,0,0,0,0,0,3,1,5,0,0,1,0,0,0,0,1,0,0,0,0,12.75,0,0,0,0,8.75,0,1,0,0,0,8.75,10,0,0,0,1,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.5,0,6.25,0,0,60,0,2,0,4,0,0,0,0,1.75,0,0,0,0
4,0,1,0,M,67,p cover,2004,0,0,0,0,0,0,0,0,0,0,1,0,5,0,3.25,1.5,0,0,0,1,0,0,0,0,1.25,1,1,0,0,0,0,3.5,0,0,0,3.75,3.5,0,0,0,2.5,11.75,0,2.75,0,5,0,0,0,0,0,0,0,1.25,0,0,1,0,0,0,0,0,5,6.5,2.5,11,0,1,38.75,0,9,0,0,0,0,0,0,3.25,0,0,0,0
4,0,1,0,M,68,p cover,2004,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4.25,0,1,0,23.75,0,0,0,0,1,1.75,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,7.75,0,0,0,1,0,3.5,1.5,0,1,40,0,1,0,0,0,0,0,1,0,0,0,1,0
4,0,1,0,M,69,p cover,2004,0,0,0,0,0,0,0,0,0,1,1,0,4.25,0,3.25,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,4.25,1,0,0,0,6.25,1.25,0,0,0,12.5,5.75,0,1.75,0,0,1.25,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.5,4.25,17.5,0,1,12.5,0,0,0,0,0,0,0,5,3,0,0,0,0
4,1,1,0,MF,70,p cover,2004,0,0,0,1.25,0,0,0,0,0,0,1.5,0,5.25,0,1.75,1,0,3.75,0,1,0,0,0,0,7.25,1,0,0,0,11,11.75,0,0,4.25,0,3.25,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11.75,1,18,0,1,31.25,0,4.25,2,3.5,0,0,0,0,0,0,0,0,0
4,1,1,0,MF,71,p cover,2004,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,1,0,0,0,0,5.5,0,0,0,0,0,1,0,0,17.5,0,3.75,1,0,0,0,1,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,1,0,60,1,4.75,1,1,18.5,0,0,0,3.5,0,0,0,5.25,1.25,0,0,0,0
4,1,1,0,MF,72,p cover,2004,0,8.75,0,0,0,0,0,0,0,1,1,0,4.75,0,2,1,0,1.5,0,1,0,0,0,0,9.5,0,1.5,0,0,0,3.25,1.25,0,1,0,6.25,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,65,1,3.75,1,0,67.5,0,0,0,2,0,0,0,2,1.25,0,0,0,0
5,0,0,1,C,25,p cover,2004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.25,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,6.25,2.5,0,0,0,0,5.5,0,0,0,0,50,0,51.25,0,0,0,0,0,0,0,0,0,0,0
5,0,0,1,C,26,p cover,2004,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,8.75,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1.5,35,1,0,0,0,0,7.5,0,12.5,0,0,12.5,0,60,0,0,0,0,0,0,0,0,0,0,0
5,0,0,1,C,27,p cover,2004,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,17.5,0,0,0,0,0,0,0,1.25,0,14.25,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,6.25,0,0,0,1.75,20,0,16.25,0,0,0,0,0,0,0,0,0,0,0
5,1,0,1,F,28,p cover,2004,0,0,0,0,0,0,0,0,0,1,0,0,35,0,0,0,0,0,0,1.25,0,0,0,0,6.25,0,0,0,0,0,1,1,0,8.75,0,7.5,0,0,0,0,6.25,2,0,0,0,0,0,0,0,0,0,5,3.75,0,0,0,7.5,1.25,6.25,0,0,0,0,5,1,0,1,5,61.25,1,1,0,0,0,0,0,1,1,0,0,0,0
5,1,0,1,F,29,p cover,2004,0,0,0,0,0,0,0,0,0,0,0,0,36.25,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,11.5,0,0,0,0,16.25,0,0,0,0,1.25,1.75,0,0,0,0,15,0,0,0,0,0,0,35,0,0,1.25,8.75,11.75,0,0,0,0,0,0,0,0,3.5,37.5,0,13.75,0,0,0,0,0,0,0,0,0,0,0
5,1,0,1,F,30,p cover,2004,0,0,0,0,0,0,0,0,0,0,1,0,16.25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.25,0,0,1,0,5.75,0,0,0,0,0,0,0,1,0,2.25,3.75,0,0,0,0,0,0,0,0,0,6.25,1.5,17.5,0,0,0,0,4.75,1,1,1,0,38.75,0,12.5,0,0,0,0,0,1,1,0,0,0,0
5,0,1,1,M,73,p cover,2004,0,0,0,0,0,0,0,0,0,0,1,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,9.25,0,21.25,2.25,0,1.5,0,1,1,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1,4.25,1,0,0,0,5.25,2.25,0,0,0,0,57.5,0,17.5,0,0,0,0,0,0,0,0,0,0,0
5,0,1,1,M,74,p cover,2004,0,0,0,0,0,0,0,0,0,0,3.25,0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,6.25,1,0,0,0,1.75,0,0,2.25,0,0,3.25,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,15,0,0,60,0,51.25,0,0,0,0,0,0,0,0,0,0,0
5,0,1,1,M,75,p cover,2004,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,2,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,1,0,0,0,1,6.25,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.5,4.75,1.25,0,0,0,0,2.25,0,12.5,0,4.25,46,0,21.25,0,0,0,0,0,0,0,0,0,0,0
5,1,1,1,MF,76,p cover,2004,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,8.25,0,0,0,0,0,13.5,2.25,0,0,0,11.25,0,0,0,0,1.5,1.75,0,0,0,0,0,0,0,0,0,1.5,0,5,0,0,28.75,11,3.75,0,0,0,0,1,0,3.25,0,1.75,30,0,15,0,0,0,0,0,0,0,0,0,0,0
5,1,1,1,MF,77,p cover,2004,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,4.5,1,0,0,0,19,3.25,0,0,42.5,0,4.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,1.25,0,0,2.25,42.5,0,35,0,0,0,0,0,0,0,0,0,0,0
5,1,1,1,MF,78,p cover,2004,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,1,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,3.75,0,0,8.75,0,7.75,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,27.5,25.5,5.75,0,0,0,0,2.5,1,3.75,0,3,30,0,11.5,0,0,0,0,0,0,0,0,0,0,0
