"","block","fertilizer","mowing","ditch","treatment","quad","data_type","year","Agalinus.purpurea","Aster.novi.belgii","Bidens.bipinnata","Chamaecrista.fasciculata","Clematis.dioscoreifolia","Desmodium.sp.","Drosera.sp.","Eupatorium.capillifolium","Eupatorium.pilosum","Eupatorium.recurvans","Eupatorium.rotundifolium","Eupatorium.semiserratum","Euthamia.caroliniana","Gnaphaleum.purpureum","Gratiola.pilosa","Hypericum.sp.","Lactuca.sp","Lespedeza.capitata","Lespedeza.hirta","Lobelia.nuttallii","Ludwigia.alternifolia","Ludwigia.hirtella","Lycopodium","Osmunda.regalis","Packera.tomentosa","Polygala.cruciata","Polygala.lutea","Pteridium.aquilinum","Pycnanthemum.flexuosum","Rhexia.mariana","Rhexia.virginica","Rhus.radicans","Rubus.hispidus","Scutellaria.integrifolia","Smilax.glauca","Smilax.rotundifolia","Solanum.carolinense","Solidago.pinetorum","Solidago.puberula","Solidago.rugosa","Solidago.stricta","Sphagnum.sp","Viola.primulifolia","Acer.rubrum","Amelanchier.canadensis","Clethra.alnifolia","Crataegus.sp.","Cyrilla.racemiflora","Ilex.glabra","Itea.virginica","Liquidambar.styraciflua","Magnolia.virginica","Nyssa.sylvatica","Pinus.taeda","Prunus.serotina","Rhus.copallinum","Rubus.betulifolius","Sorbus.arbutifolia","Symplocos.tinctoria","Vaccinium.sp.","Viburnum.nudum","Amphicarpum.purshii","Andropogon.virginicus","Aristida.virgata","Arundinaria.tecta","Calamagrostis.coarctata","Chasmanthium.laxum","Dichanthelium.lucidum","Dichanthelium.scabriusculum","Dichanthelium.scoparium","Juncus.canadensis","Juncus.biflorus","Juncus.dichotomous","Juncus.effusus","Carex.glaucescens","Rhynchospora.chalarocephala","Rhynchospora.inexpansa","Saccharum.giganteum","Scirpus.cyperinus","Scleria.minor","Xyris.sp"
"11",1,1,1,1,"MF",53,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0,0,0.110552161935561,0,0,0.00802491316325308,0.00934243621990657,0,0,0.00802491316325308,0,0,0,0,0.00802491316325308,0,0,0,0,0.0615642591927177,0,0,0.00658761528326746,0,0.158342316445083,0.118217750628818,0,0,0,0.118577075098814,0,0,0,0,0,0.0280273086597197,0,0,0,0,0,0,0,0,0,0.00802491316325308,0.0161696011498383,0.00802491316325308,0,0,0,0.00802491316325308,0,0,0.183015930051503,0,0.096298957959037,0.48628578272847,0,0.546772068511199,0,0,0,0,0.0120972571565457,0,0,0,0,0,0
"12",1,1,1,1,"MF",54,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0.00864963827511641,0,0.16866794636477,0,0,0,0,0,0,0,0,0,0,0,0.00641250180979203,0,0,0,0,0.0231162984031796,0,0,0.333291299454027,0,0.0654654318047013,0.0606969217189054,0,0,0,0.0184925716794403,0,0,0.0845581538720208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015211593877999,0,0,0,0.0186420254725309,0.0514518034869438,0,0,0,0.025353434868504,0.415332090998678,0,0.704658287913392,0,0,0,0,0,0,0,0,0,0,0
"13",2,0,0,0,"C",7,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0,0,0.0965739098202229,0,0.0826074293732956,0,0,0,0,0,0,0,0,0,0,0,0.0524768990441897,0.256612565860891,0,0.0385104185972623,0,0,0,0,0.107747094177765,0,0,0,0,0.0357171225078768,0.0683894198946226,0,0.0301305303291059,0,0,0,0,0.0217506420609495,0,0,0,0,0,0,0,0.0217506420609495,0,0.0742275411051391,0,0,0,0.0329238264184914,0.0496836029548042,0.0887897482062008,0.178241414916995,0,0.265429320342079,0.26204029759856,0,0.0496836029548042,0,0,0,0,0,0.0357171225078768,0.150996849267918,0,0,0,0
"14",2,0,0,0,"C",8,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0.0207380155024134,0,0.0987374809364338,0,0.0782038583085704,0.0459412291873025,0,0,0,0,0,0,0,0,0.0249988208103391,0,0.0441960284892222,0.178733707529519,0,0.0381900224832162,0,0,0,0,0.197522129459302,0,0,0,0,0.0129868087983271,0,0,0.0177350124994104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674496486014811,0,0.0351870194802132,0,0.0189928148043331,0.347562221907772,0.0374982312155087,0.235995157461126,0.00998380579532412,0.233149379746238,0.13867270411773,0,0,0,0,0,0,0,0.0249988208103391,0,0,0,0.0925270820558779,0
"15",2,0,0,0,"C",9,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0.0192418881102708,0,0.117336201114734,0,0.0262841416313976,0.0145470524295196,0,0,0,0,0,0,0,0,0.0168944702698952,0,0.0597261731307385,0.0946714771386942,0,0,0,0,0,0,0.165406230486366,0,0,0,0,0.0168944702698952,0.138809870718564,0,0.0121996345891441,0,0,0,0,0.045872938782118,0,0,0,0,0,0,0,0,0,0.103829875806564,0,0.0581882097180786,0,0,0.411237540183631,0.061842318277481,0.0146626887763362,0,0.0787367885473762,0.295670575175189,0,0.0145470524295196,0,0,0,0,0,0,0.124031545595412,0,0,0.109368856819075,0
"16",2,1,0,0,"F",10,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0,0,0.365467449282478,0,0,0,0.00964135068181311,0,0,0,0,0,0,0,0,0,0,0,0,0.0163925279532216,0,0,0.142633963443212,0,0.142745553150177,0,0,0,0,0,0.0173633584038208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055409868993684,0.00964135068181311,0,0,0,0,0.00964135068181311,0,0.13111790568438,0,0.137958354721361,0.708873613497891,0,0.253113352824336,0,0,0,0,0,0,0,0,0,0,0
"17",2,1,0,0,"F",11,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0,0,0.284322737863234,0,0,0.021487332568953,0,0,0,0.00733069700120005,0,0,0,0,0.0107436662844765,0,0.00733069700120005,0,0,0.014156635567753,0,0,0.361049362700692,0,0.109960455018001,0.0166202578613619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00831012893068096,0.106992074289745,0,0,0,0,0.189053761787447,0.066925620000468,0.0302721349944677,0,0.120583781543224,0.588234114316086,0,0.0424699067032589,0,0,0,0,0,0.014156635567753,0,0,0,0,0
"18",2,1,0,0,"F",12,"p cover",2004,0,0.0111806815300291,0,0,0,0,0,0,0.03695944759787,0,0.0111806815300291,0,0.752628396434353,0,0,0,0,0,0,0.00828213080539138,0,0,0,0,0,0,0,0.0991788089804358,0,0.056316929018667,0,0,0.0625314529814501,0,0,0.0335420445900872,0,0,0,0.0539372305771744,0.00962802582557981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065738194159986,0,0,0,0,0.120603897243841,0.0410985624280726,0.0636666861723916,0,0.0617005090994207,0.373000175551524,0.00828213080539138,0.0541439912614352,0,0,0,0,0,0.0111806815300291,0.0652193418768409,0,0,0,0
"19",2,0,1,0,"M",55,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0,0,0.197723438258168,0,0.043238647239769,0.037398113400731,0,0.00961106140128296,0,0.0196361240579246,0,0,0,0,0.0642369689766156,0,0.0171298583937642,0,0,0.0231885219264858,0,0,0,0,0.0578622399693728,0,0,0,0,0,0.00961106140128296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469112390211764,0,0.137038867150113,0,0,0,0.022142389722085,0.432987441961921,0.0374960491815685,0.112074146289347,0,0.0764522318228965,0.518854863624425,0,0.0685194335750566,0,0,0,0,0,0.0678873026260144,0,0,0,0,0
"20",2,0,1,0,"M",56,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0.0416496368160274,0,0.280806103498469,0,0,0.00828547048995777,0,0,0,0.079828769333362,0,0,0,0,0.108155685101928,0.0195932913144177,0.0235119495773012,0.0122041287528413,0,0,0,0,0.00727802037845706,0,0.114985551516194,0,0,0,0,0,0.0709840026960942,0,0.0735581990664057,0,0,0,0,0,0,0,0.00974107456564918,0,0,0,0,0.00828547048995777,0,0.0328048701787597,0,0,0,0.0358272205132618,0.0658320247237579,0.184625092319717,0.268490832562508,0,0,0.38795792372061,0,0.0107485246771499,0,0,0,0,0,0.0107485246771499,0.144097633030023,0,0,0,0
"21",2,0,1,0,"M",57,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0.0473760249169747,0,0.333264536465467,0,0.0327316734525395,0,0,0,0,0.107914141508903,0,0,0,0,0,0.0128525057695555,0.0518603298497101,0,0,0.0106103533031878,0,0,0,0,0.114931422031259,0,0,0,0,0,0.0648629378764283,0,0.0675553971142841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645627333621029,0,0,0,0,0.176201287126855,0.149914629341239,0.057095146068259,0,0.0263054205677618,0.234647353509578,0.0106103533031878,0.0106103533031878,0,0,0,0,0,0.109405782689457,0.316687618440062,0,0,0,0
"22",2,1,1,0,"MF",58,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0.00912208952409957,0,0.192339765204087,0,0.0139151747191948,0.0177800981821082,0,0,0,0.00912208952409957,0,0,0,0,0,0,0,0,0,0.061896785514876,0,0,0.0394251198271299,0,0.0873559717780823,0.0184762194812446,0,0,0,0,0,0,0.0374165198285801,0,0.0314124736235289,0,0,0,0,0,0,0,0,0,0,0,0,0.0367203985294438,0,0,0,0,0.161703176778554,0.0107971314001465,0.219938074209431,0,0.138767430224717,0.874719919946051,0,0.039091561704627,0,0,0,0,0,0,0,0,0,0,0
"23",2,1,1,0,"MF",59,"p cover",2004,0,0,0,0,0,0,0,0,0,0.00968784897011793,0.00968784897011793,0,0.377393459971118,0,0.01425405901578,0.015534468746894,0,0,0,0.01425405901578,0,0,0.0165371640386111,0,0,0,0.00968784897011793,0,0,0.0165371640386111,0,0,0.182882266617555,0,0.0678149427908255,0.00740474394728688,0,0,0,0,0.075111524272242,0,0.0168148784780079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00968784897011793,0,0,0,0.00740474394728688,0.182341454288203,0.0821303913142617,0.209738714562176,0.00740474394728688,0.151456685317384,0.473470962762879,0,0.0427621770473401,0,0,0,0,0,0,0,0,0,0,0
"24",2,1,1,0,"MF",60,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0.00853947281276906,0,0.418347241539175,0,0.0115156632889595,0,0,0,0,0.0174680442413405,0,0,0,0,0.01449185376515,0,0.00853947281276906,0,0,0,0,0,0.213544771176899,0,0.240301510033777,0,0,0,0,0.020444234717531,0,0,0.0466463010795417,0,0,0.0301799788065435,0,0,0,0,0,0,0,0,0,0,0,0.0539895026160673,0,0,0,0,0.094683422743228,0.0502061394794357,0.250757500496722,0,0.0710394728127691,0.428861182859792,0,0,0,0,0,0,0,0,0.020444234717531,0,0,0,0
"25",3,0,0,1,"C",13,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0,0,0.0829985327464319,0,0,0.020749633186608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147600373482726,0.12984927304255,0,0,0,0.0367933840202748,0,0,0.0853514739229025,0,0,0,0,0,0,0,0,0,0,0,0,0.0457783113245298,0.0528371348539416,0.0457783113245298,0,0,0,0,0.129203681472589,0,0,0,0.0790609577164199,0.435096705348806,0,0.70890222755769,0,0,0,0,0,0,0,0,0,0,0
"26",3,0,0,1,"C",14,"p cover",2004,0,0,0,0,0,0,0,0.0173237753882915,0,0,0.0312126642771804,0,0.0704898446833931,0,0,0,0,0.0265830346475508,0,0,0,0,0,0,0,0,0,0,0,0.0280017921146953,0,0,0.278151135005974,0,0.0932646356033453,0.0340501792114695,0,0,0,0.0126941457586619,0,0,0.0173237753882915,0,0.0173237753882915,0.05055256869773,0,0,0,0,0,0,0,0,0,0.143294504181601,0.0678763440860215,0.0439068100358423,0,0.0126941457586619,0,0,0,0,0.01471027479092,0,0.278151135005974,0.555928912783751,0,0.206466547192354,0,0,0,0,0,0,0,0,0,0,0
"27",3,0,0,1,"C",15,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0.00765319775220765,0,0.0580947283917581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16046293818571,0,0.165794755151191,0,0,0,0,0.0549371153331549,0,0,0,0,0,0.0157613058603158,0,0,0,0,0,0,0,0,0,0.0130586031576131,0,0,0,0,0,0.0103559004549104,0.00765319775220765,0,0.285569975916511,0,0.125535188654001,0.440553920256891,0,0.65456917313353,0,0,0,0,0,0,0,0,0,0,0
"28",3,1,0,1,"F",16,"p cover",2004,0,0,0,0,0,0,0,0,0.00850699446205064,0,0.0141249719901405,0,0.038221453951791,0,0,0,0,0.0438394314798809,0,0,0,0,0,0,0.00850699446205064,0,0,0,0,0.0311389609142418,0,0,0.291422580748423,0,0.0508418963475143,0.015549473414642,0,0,0,0.00850699446205064,0.031058932744326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324434200838695,0,0,0,0,0.0931367841480201,0,0.0113159832260956,0,0.0747383078843753,0.840976023560293,0,0.397163801658184,0.00850699446205064,0,0,0,0,0,0,0,0,0,0
"29",3,1,0,1,"F",17,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0,0,0.191642695235869,0,0,0,0,0.00914302558420833,0,0,0,0,0,0,0.0205934072635976,0,0,0,0.162617781888779,0,0,0,0.494887224159136,0,0.110072066760858,0.0167766133704679,0,0,0,0.0205934072635976,0,0,0.0244102011567274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167766133704679,0,0,0,0,0,0,0,0,0.143975970970004,0.775551173498948,0,0.0129598194773381,0,0,0,0,0,0,0,0,0,0,0
"30",3,1,0,1,"F",18,"p cover",2004,0.00851258616445101,0,0,0,0,0,0,0,0,0,0,0,0.0225835487444609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151980243722304,0,0,0,0.0768863860167405,0,0.0885839795667159,0.0600150787789266,0,0,0,0.0125938577055638,0,0,0,0,0,0,0,0.0199793820777942,0,0,0,0,0,0,0,0.0299690731166913,0.0563607828655835,0.0963964795667159,0,0,0,0,0,0.0166751292466765,0.00851258616445101,0,0.0679814438700148,1.17417528311177,0,0.221865768094535,0,0,0,0,0,0.00851258616445101,0.0151980243722304,0,0,0,0
"31",3,0,1,1,"M",61,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0.0222912463275636,0,0.0759796113411915,0,0,0.0154419312590705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417719726735337,0,0.193179002513185,0,0,0,0,0.00859261619057733,0,0,0.0154419312590705,0,0,0.0737849987611058,0,0,0,0,0,0,0,0,0,0.0562723443417932,0,0.0270698382358147,0,0,0,0.0231938692435666,0.0456090049909738,0,0.0120172737248239,0,0.28474213302184,0.300821209868677,0,0.427843262185409,0,0,0,0,0,0,0,0,0,0,0
"32",3,0,1,1,"M",62,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0.0106730714569951,0,0.0574263828093912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119485816610767,0,0,0,0.137080040930021,0,0.183993235177079,0,0,0,0,0,0.00788755613666079,0,0.0187951225058268,0,0,0.0422232960036382,0,0,0,0,0,0,0,0,0,0.050814336876812,0.0538343471093173,0,0,0,0,0.00788755613666079,0.0187951225058268,0,0.501033909385481,0,0.121024245352737,0.230981041441646,0,0.545602154510829,0,0,0,0,0,0,0,0,0,0,0
"33",3,0,1,1,"M",63,"p cover",2004,0,0,0,0,0.0522649669929433,0,0,0,0,0,0.0148190302754382,0.0261324834964717,0.120191213293877,0,0,0,0,0,0,0,0,0,0,0,0.0566127930798998,0,0,0,0,0,0,0,0.148281356703847,0,0.304894149783747,0,0,0,0,0.0148190302754382,0,0,0.0740496244024585,0,0,0.0148190302754382,0,0,0,0,0,0,0,0,0,0.126360118370134,0,0.0148190302754382,0,0,0,0,0,0,0.126314591395402,0,0,0.444070111541088,0,0.461552469838379,0,0,0,0,0,0,0,0,0,0,0
"34",3,1,1,1,"MF",64,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0.0365104404499979,0,0.379820665033833,0,0,0,0,0,0,0.0136369297189589,0,0,0,0,0.0273983976088671,0,0,0,0,0.0889202540578687,0,0,0.0113122171945701,0,0.116443189837685,0,0,0,0,0.0228112416455644,0,0,0,0.0182240856822616,0.106957532483706,0,0,0,0,0,0,0,0,0,0,0.0681846485947943,0,0.0502096392544315,0,0,0,0,0.0388351529743867,0,0,0,0.14133006766574,0.614595873635269,0,0.264809664162066,0,0,0,0,0,0,0,0,0,0,0
"35",3,1,1,1,"MF",65,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0.0159548013607337,0,0.10620785008057,0,0.0126325422245211,0,0,0,0,0.00931028308830843,0,0,0,0,0.0882437782242823,0,0,0,0,0.0259215787693716,0,0.0415481329699405,0.0623619869894762,0,0.188687409234687,0,0,0,0,0.042388644637635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407474088368114,0,0.0653162114309587,0,0,0,0,0.0126325422245211,0,0.0159548013607337,0,0.067285694391947,0.638311417033044,0,0.509504247319315,0,0,0,0,0,0,0.0569906698231444,0,0,0,0
"36",3,1,1,1,"MF",66,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0.0155282734224627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506814753160277,0,0,0,0,0,0.00754955001820736,0,0.397356031836862,0,0.163859699318525,0.0102091244862925,0,0,0,0.271185558965822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279677989907923,0,0.0504668886230037,0,0,0,0,0,0.00754955001820736,0.04722858034646,0,0.346511990844301,0.356526036518754,0,0.239829891276076,0,0,0,0,0,0,0,0,0,0.00754955001820736,0
"37",4,0,0,0,"C",19,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0,0,0.121619027047784,0,0.0635274917800658,0,0,0,0,0,0,0,0,0,0.0410636714906281,0.0100679194566443,0,0,0,0,0,0,0.0510955912352701,0,0.0697314421484628,0,0,0,0,0.0100679194566443,0.0100679194566443,0,0,0,0,0.034859721122231,0,0.499436004511964,0,0,0.18968248254014,0,0,0,0,0,0.0116159070727434,0,0,0,0,0.0100679194566443,0.0178198574411405,0.0333237334101327,0,0,0.0139438884488924,0.507451940384477,0,0.0139438884488924,0,0,0,0,0,0.134854921160631,0.13406292749658,0,0,0.0216958264333885,0
"38",4,0,0,0,"C",20,"p cover",2004,0,0,0,0,0,0,0,0,0,0,0.0191003363742742,0,0.2006470711228,0,0,0.00808105262771768,0,0,0,0.0135906945009959,0,0,0,0,0.0204318942970438,0.00808105262771768,0,0,0.0161621052554354,0,0,0,0.358599920033161,0,0.178149978174188,0,0,0.0135906945009959,0,0.0367774097346788,0,0,0.00808105262771768,0,0,0,0,0,0,0,0,0,0.123053559441406,0,0,0,0,0.0492199564951048,0,0,0,0.0326910308752701,0.111572082035706,0.0642339140099702,0.109965408839637,0,0.132554206879349,0.380631151118985,0,0.0341142938891396,0,0,0,0,0,0.0560611562911527,0.0246099782475524,0,0,0,0
"39",4,0,0,0,"C",21,"p cover",2004,0,0,0,0,0,0,0,0,0,0.00924707383701222,0.0126717313712588,0,0.222184004306993,0,0.00924707383701222,0.0190075970568882,0,0,0,0,0,0,0,0,0.0273125162010728,0,0.0160963889055054,0,0.0297102749695918,0,0,0,0.00582241630276565,0,0.135450938166736,0,0,0,0,0,0.080397200454627,0,0.0160963889055054,0.00924707383701222,0,0,0,0,0,0,0,0,0.150954118561943,0,0,0,0.00924707383701222,0.110620924807083,0,0,0,0,0.0843353073717373,0.170380451037866,0,0,0,0.791130785029212,0,0,0,0,0,0,0,0.0678949572291679,0.0229457039739985,0,0,0,0
"40",4,1,0,0,"F",22,"p cover",2004,0,0,0,0,0,0,0,0,0,0.0627476364206975,0.0148954532972422,0.016033109725001,0.16929112235691,0,0.0710996037817269,0.00799890157310423,0,0,0,0,0,0,0,0,0.0217920050213801,0,0,0,0.0388921580165549,0.00799890157310423,0.00799890157310423,0,0,0,0.211878702287082,0,0,0,0,0,0.0458946294770703,0,0.0148954532972422,0,0,0,0,0,0,0,0,0,0.0489545329724216,0,0,0,0,0,0,0,0,0,0.524734219920756,0.0183437291593111,0.0538229178925895,0,0.00799890157310423,0.532011298105214,0,0,0,0,0,0,0,0.076858499078106,0.0458593228982778,0,0,0,0
